annee_consommation,meta_categorie_activite,categorie_activite,sous_categorie_activite,nombre_declaration,surface_declaree,consommation_declaree
2021,Hôtels,Hôtellerie,Hôtel - Piscine extérieure chauffée,10,30982,4395126
2021,Hôtels,Hôtellerie,Hôtel - Piscine intérieure,18,113248,25721821
2021,Hôtels,Hôtellerie,Hôtel - Sauna et Hammam,7,29820,6611119
2021,Hôtels,Hôtellerie,Hôtel 1 étoile - Chambres et services (hors restauration),125,194849,33093091
2021,Hôtels,Hôtellerie,Hôtel 2 étoiles - Chambres et services (hors restauration),427,828157,118034238
2021,Hôtels,Hôtellerie,Hôtel 3 étoiles - Chambres et services (hors restauration),734,1966892,282963934
2021,Hôtels,Hôtellerie,Hôtel 4 étoiles - Chambres et services (hors restauration),516,2800048,495632519
2021,Hôtels,Hôtellerie,Hôtel 5 étoiles et plus - Chambres et services (hors restauration),143,967606,228979830
2021,Imprimerie,Imprimerie et reprographie,Imprimerie et reprographie (Valeur par défaut),51,88322,35127567
2021,Imprimerie,Imprimerie et reprographie,Imprimerie et reprographie - Administration et bureaux,15,43671,6006625
2021,Imprimerie,Imprimerie et reprographie,Imprimerie et reprographie - Atelier d'imprimerie numérique,43,89821,24298658
2021,Imprimerie,Imprimerie et reprographie,Imprimerie et reprographie - Atelier d'imprimerie offset,22,106530,33045607
2021,Imprimerie,Imprimerie et reprographie,Imprimerie et reprographie - Local de stockage de matières premières et produits finis,13,57420,11762342
2021,Justice,Justice - Etablissements pénitentiaires,Etablissement pénitentiaire (Valeur par défaut),7,179238,50169726
2021,Justice,Justice - Etablissements pénitentiaires,Etablissement pénitentiaire - Zone de détention,39,379945,101106599
2021,Justice,Justice - Protection Judiciaire de la Jeunesse,Protection Judiciaire de la Jeunesse (Valeur par défaut),9,22259,4050008
2021,Justice,Justice - Protection Judiciaire de la Jeunesse,Protection Judiciaire de la Jeunesse - Hébergement des mineurs,9,25743,5522501
2021,Justice,Justice - Tribunaux,Tribunaux - Administration et bureaux,156,609727,95384153
2021,Laboratoires,"Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)",Laboratoire (Valeur par défaut),134,437541,148646857
2021,Laboratoires,"Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)",Laboratoire - Administration et bureaux,45,81776,26657527
2021,Laboratoires,"Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)",Laboratoire - Zone laboratoire d'étalonnage,27,330524,78480783
2021,Laboratoires,"Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)",Laboratoire - Zone laboratoire de suivi écologique,23,73842,39460767
2021,Local vacant,Local vacant,Local vacant,102,476747,44097646
2021,Logistique,Logistique,Bureaux - Bureaux standards,15,64427,8960165
2021,Logistique,Logistique,Bureaux - Open Space,4,38548,8495622
2021,Logistique,Logistique,Logistique (Valeur par défaut),2053,14480570,1168101128
2021,Logistique,Logistique,Logistique - Administration et bureaux,751,3045989,278043953
2021,Logistique,Logistique,Logistique de froid négatif (Référence -18°C),209,1331429,472133121
2021,Logistique,Logistique,Logistique température ambiante,5800,43097011,3538025693
2021,Logistique,Logistique,Logistique température dirigée +12 à +17°C - Produits frais (Référence +15 °C),294,1996555,220727141
2021,Logistique,Logistique,Logistique température dirigée froid positif +1 à +8°C - Produits frais (Référence +3°C),385,2753469,564338997
2021,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs (Valeur par défaut),136,252613,42551758
2021,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Administration et bureaux,14,26240,5863384
2021,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Bowling,26,83633,5281904
2021,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Casino,91,339725,112097311
2021,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Discothèque,13,12504,801127
2021,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Escape Game,7,2284,258743
2021,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Espace Aqua ludique,9,26378,9198457
2021,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Espace récréatif pour enfants,130,179436,18210493
2021,Nuit & loisirs,Etablissement de nuit et de loisirs,Etablissement de nuit et de loisirs - Laser Game,7,9114,278303
2021,Parc d'expositions,Parc d'expositions,Parc d'expositions (Valeur par défaut),49,824126,65673436
2021,Parc d'expositions,Parc d'expositions,Parc d'expositions - Administration et bureaux,6,21034,3274586
2021,Parc d'expositions,Parc d'expositions,Parc d'expositions - Halles d'expositions,59,1189910,78568488
2021,Parc à thèmes,Parc d'attractions et parc à thèmes,Parc d'attractions et parc à thème (Valeur par défaut),127,400767,129180684
2021,Parc à thèmes,Parc d'attractions et parc à thèmes,Parc d'attractions et parc à thème - Administration et bureaux,4,5643,805910
2021,Parc à thèmes,Parc d'attractions et parc à thèmes,Parc d'attractions et parc à thème - Attraction sur courant aquatique,3,25706,11411325
2021,Parties communes CC,Parties communes des centres commerciaux et des galeries commerciales,C Commercial et G Commerciale (Valeur par défaut),377,1039810,160394113
2021,Parties communes CC,Parties communes des centres commerciaux et des galeries commerciales,C Commercial et G Commerciale - Administration et bureaux,10,16812,1484631
2021,Parties communes CC,Parties communes des centres commerciaux et des galeries commerciales,C Commercial et G Commerciale - Zones accessibles au public,342,1012470,167438607
2021,Parties communes CC,Parties communes des centres commerciaux et des galeries commerciales,C Commercial et G Commerciale - Zones techniques Commerces,27,41091,4053556
2021,Restauration,Restauration - Débit de boissons,Bar et café (sans restauration),55,33058,11209454
2021,Restauration,Restauration - Débit de boissons,Restaurant gastronomique,23,32896,8372965
2021,Restauration,Restauration - Débit de boissons,Restaurant traditionnel - Brasserie,529,276415,77024269
2021,Restauration,Restauration - Débit de boissons,Restauration (Valeur par défaut),561,563041,119868694
2021,Restauration,Restauration - Débit de boissons,Restauration - Administration et bureaux,23,28067,7845817
2021,Restauration,Restauration - Débit de boissons,Restauration - Réserve et/ou meuble froid positif,9,13875,9727433
2021,Restauration,Restauration - Débit de boissons,Restauration - Réserve température ambiante,12,15197,4316850
2021,Restauration,Restauration - Débit de boissons,Restauration collective Santé - Cuisine centrale (plateau repas ou bacs),56,99799,40143082
2021,Restauration,Restauration - Débit de boissons,Restauration collective avec services - Restauration inter-entreprises,107,168536,42487309
2021,Restauration,Restauration - Débit de boissons,Restauration collective scolaire et universitaire,445,485059,110602589
2021,Restauration,Restauration - Débit de boissons,"Restauration rapide commerciale continue (Burger - Salade - Kebab, …)",595,173736,110266799
2021,Restauration,Restauration - Débit de boissons,Restauration rapide debout (Sandwicherie),43,12959,3437231
2021,Restauration,Restauration - Débit de boissons,Restauration sans service à la place (vente emportée),32,15305,3767080
2021,Santé,Santé - Activités de santé libérales avec process,Activité de santé libérale (Valeur par défaut),328,421754,89800368
2021,Santé,Santé - Activités de santé libérales avec process,Activité de santé libérale - Administration et bureaux,59,45443,6400072
2021,Santé,Santé - Activités de santé libérales avec process,Activité de santé libérale - Imageries médicales,21,12240,3100452
2021,Santé,Santé - Activités de santé libérales avec process,"Activité de santé libérale - Kinésithérapie, Rééducation fonctionnelle,",57,43427,7305304
2021,Santé,Santé - Activités de santé libérales avec process,Activité de santé libérale - Laboratoire médical,53,49249,12725988
2021,Santé,Santé - Activités de santé libérales avec process,Activité de santé libérale - Ophtalmologie,20,13384,1430257
2021,Santé,Santé - Activités de santé libérales avec process,Activité de santé libérale - Pratiques dentaires,89,23309,3276098
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier (Valeur par défaut),848,15281627,3759929509
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier - Process - Blanchisserie,12,98838,76392653
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier - Process - Restauration collective Cuisine centrale (plateau repas),11,23451,17901527
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier - Process - Restauration collective inter-entreprise,3,1910,359732
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier - Soins et Supports - Administration et bureaux,161,3011108,819153267
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier - Soins et Supports - Consultation,291,1846621,485894188
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier - Soins et Supports - Hospitalisation ambulatoire,84,151288,33203780
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier - Soins et Supports - Hospitalisation conventionnelle,476,10872911,3163203454
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier - Soins et Supports - Imageries médicales,20,24360,10045191
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier - Soins et Supports - Laboratoires médicaux,14,15030,4239368
2021,Santé,Santé - Centre hospitalier public et privé,"Centre Hospitalier - Soins et Supports - Rééducation fonctionnelle, Kinésithérapie",122,987127,197564800
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier - Soins et Supports - Zone accueil public,31,487155,129067273
2021,Santé,Santé - Centre hospitalier public et privé,Centre Hospitalier - ZEM - Blocs opératoires programmés (avec imageries interventionnelles),16,262706,75039913
2021,Santé,Santé - Centre hospitalier public et privé,"Centre Hospitalier - ZEM - Laboratoires classés P2, P3 ou P4 et locaux annexes",3,9098,4623107
2021,Santé,Santé - Centre hospitalier public et privé,Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD) - Zones de vie,20,427205,92152557
2021,Santé,Santé - Centre hospitalier public et privé,Etablissement médicalisé d'hébergement permanent pour adultes dépendants (MAS – FAM/EAM) - Zones de vie,3,52697,13232477
2021,Santé,Santé - Centre hospitalier public et privé,Local vacant,4,144306,25923432
2021,Santé,Santé - Centre hospitalier public et privé,Logistique température ambiante,4,207638,36237629
2021,Santé,Santé - Centre hospitalier public et privé,Stationnement en infrastructure (Sous-sol en ventilation mécanique),5,266818,82628650
2021,Santé,Santé - Etablissements médico-sociaux,Centre Hospitalier - Soins et Supports - Hospitalisation conventionnelle,3,31481,6890653
2021,Santé,Santé - Etablissements médico-sociaux,Centre médical (Maison médicale - Protection Maternelle et Infantile),97,104693,15408556
2021,Santé,Santé - Etablissements médico-sociaux,Centre médical spécialisé pour enfants et adolescents (CAMSP – CMPP),63,124748,16522420
2021,Santé,Santé - Etablissements médico-sociaux,Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD) - Zones de vie,2905,14014261,2562900720
2021,Santé,Santé - Etablissements médico-sociaux,Etablissement d'hébergement social ou médico-social de mineurs en difficultés (MECS) - Zones de vie,196,480901,97335113
2021,Santé,Santé - Etablissements médico-sociaux,Etablissement de prise en charge pour les enfants et adolescents (IEM – EEAP – IME – IDA – IDV - ITEP) - Zones de vie,574,1907596,301862030
2021,Santé,Santé - Etablissements médico-sociaux,Etablissement médicalisé d'hébergement permanent pour adultes dépendants (MAS – FAM/EAM) - Zones de vie,652,2199835,411591767
